"Unweighted_Sample","Weighted_Sample","Question","Nationality","Gender","Rank (text)","Rank (number)","Percentage"
499,523,"They are intelligent","Swedish","Women","Ranked first",1,0.07
499,523,"They are intelligent","Swedish","Women","Ranked second",2,0.18
499,523,"They are intelligent","Swedish","Women","Ranked third",3,0.28
499,523,"They are intelligent","Swedish","Women","Ranked fourth",4,0.28
499,523,"They are intelligent","Swedish","Women","Ranked fifth",5,0.17
499,523,"They are intelligent","Swedish","Women","Ranked sixth",6,0.02
499,523,"They have/make a decent amount of money","Swedish","Women","Ranked first",1,0
499,523,"They have/make a decent amount of money","Swedish","Women","Ranked second",2,0.01
499,523,"They have/make a decent amount of money","Swedish","Women","Ranked third",3,0.02
499,523,"They have/make a decent amount of money","Swedish","Women","Ranked fourth",4,0.05
499,523,"They have/make a decent amount of money","Swedish","Women","Ranked fifth",5,0.16
499,523,"They have/make a decent amount of money","Swedish","Women","Ranked sixth",6,0.76
499,523,"They have similar interests to me","Swedish","Women","Ranked first",1,0.08
499,523,"They have similar interests to me","Swedish","Women","Ranked second",2,0.22
499,523,"They have similar interests to me","Swedish","Women","Ranked third",3,0.26
499,523,"They have similar interests to me","Swedish","Women","Ranked fourth",4,0.22
499,523,"They have similar interests to me","Swedish","Women","Ranked fifth",5,0.18
499,523,"They have similar interests to me","Swedish","Women","Ranked sixth",6,0.05
426,503,"They are good looking","Thai","Men","Ranked first",1,0.33
426,503,"They are good looking","Thai","Men","Ranked second",2,0.2
426,503,"They are good looking","Thai","Men","Ranked third",3,0.2
426,503,"They are good looking","Thai","Men","Ranked fourth",4,0.15
426,503,"They are good looking","Thai","Men","Ranked fifth",5,0.08
426,503,"They are good looking","Thai","Men","Ranked sixth",6,0.05
426,503,"They have a personality I like","Thai","Men","Ranked first",1,0.34
426,503,"They have a personality I like","Thai","Men","Ranked second",2,0.26
426,503,"They have a personality I like","Thai","Men","Ranked third",3,0.15
426,503,"They have a personality I like","Thai","Men","Ranked fourth",4,0.13
426,503,"They have a personality I like","Thai","Men","Ranked fifth",5,0.07
426,503,"They have a personality I like","Thai","Men","Ranked sixth",6,0.04
426,503,"They have a sense of humour I like","Thai","Men","Ranked first",1,0.12
426,503,"They have a sense of humour I like","Thai","Men","Ranked second",2,0.22
426,503,"They have a sense of humour I like","Thai","Men","Ranked third",3,0.24
426,503,"They have a sense of humour I like","Thai","Men","Ranked fourth",4,0.22
426,503,"They have a sense of humour I like","Thai","Men","Ranked fifth",5,0.11
426,503,"They have a sense of humour I like","Thai","Men","Ranked sixth",6,0.1
426,503,"They are intelligent","Thai","Men","Ranked first",1,0.12
426,503,"They are intelligent","Thai","Men","Ranked second",2,0.22
426,503,"They are intelligent","Thai","Men","Ranked third",3,0.28
426,503,"They are intelligent","Thai","Men","Ranked fourth",4,0.25
426,503,"They are intelligent","Thai","Men","Ranked fifth",5,0.08
426,503,"They are intelligent","Thai","Men","Ranked sixth",6,0.05
426,503,"They have/make a decent amount of money","Thai","Men","Ranked first",1,0.02
426,503,"They have/make a decent amount of money","Thai","Men","Ranked second",2,0.04
426,503,"They have/make a decent amount of money","Thai","Men","Ranked third",3,0.08
426,503,"They have/make a decent amount of money","Thai","Men","Ranked fourth",4,0.09
426,503,"They have/make a decent amount of money","Thai","Men","Ranked fifth",5,0.29
426,503,"They have/make a decent amount of money","Thai","Men","Ranked sixth",6,0.47
426,503,"They have similar interests to me","Thai","Men","Ranked first",1,0.07
426,503,"They have similar interests to me","Thai","Men","Ranked second",2,0.06
426,503,"They have similar interests to me","Thai","Men","Ranked third",3,0.06
426,503,"They have similar interests to me","Thai","Men","Ranked fourth",4,0.16
426,503,"They have similar interests to me","Thai","Men","Ranked fifth",5,0.37
426,503,"They have similar interests to me","Thai","Men","Ranked sixth",6,0.29
596,519,"They are good looking","Thai","Women","Ranked first",1,0.2
596,519,"They are good looking","Thai","Women","Ranked second",2,0.15
596,519,"They are good looking","Thai","Women","Ranked third",3,0.19
596,519,"They are good looking","Thai","Women","Ranked fourth",4,0.18
596,519,"They are good looking","Thai","Women","Ranked fifth",5,0.13
596,519,"They are good looking","Thai","Women","Ranked sixth",6,0.14
596,519,"They have a personality I like","Thai","Women","Ranked first",1,0.33
596,519,"They have a personality I like","Thai","Women","Ranked second",2,0.18
596,519,"They have a personality I like","Thai","Women","Ranked third",3,0.14
596,519,"They have a personality I like","Thai","Women","Ranked fourth",4,0.17
596,519,"They have a personality I like","Thai","Women","Ranked fifth",5,0.13
596,519,"They have a personality I like","Thai","Women","Ranked sixth",6,0.06
596,519,"They have a sense of humour I like","Thai","Women","Ranked first",1,0.15
596,519,"They have a sense of humour I like","Thai","Women","Ranked second",2,0.21
596,519,"They have a sense of humour I like","Thai","Women","Ranked third",3,0.19
596,519,"They have a sense of humour I like","Thai","Women","Ranked fourth",4,0.18
596,519,"They have a sense of humour I like","Thai","Women","Ranked fifth",5,0.16
596,519,"They have a sense of humour I like","Thai","Women","Ranked sixth",6,0.11
596,519,"They are intelligent","Thai","Women","Ranked first",1,0.13
596,519,"They are intelligent","Thai","Women","Ranked second",2,0.24
596,519,"They are intelligent","Thai","Women","Ranked third",3,0.25
596,519,"They are intelligent","Thai","Women","Ranked fourth",4,0.2
596,519,"They are intelligent","Thai","Women","Ranked fifth",5,0.12
596,519,"They are intelligent","Thai","Women","Ranked sixth",6,0.07
596,519,"They have/make a decent amount of money","Thai","Women","Ranked first",1,0.04
596,519,"They have/make a decent amount of money","Thai","Women","Ranked second",2,0.11
596,519,"They have/make a decent amount of money","Thai","Women","Ranked third",3,0.11
596,519,"They have/make a decent amount of money","Thai","Women","Ranked fourth",4,0.12
596,519,"They have/make a decent amount of money","Thai","Women","Ranked fifth",5,0.23
596,519,"They have/make a decent amount of money","Thai","Women","Ranked sixth",6,0.4
596,519,"They have similar interests to me","Thai","Women","Ranked first",1,0.16
596,519,"They have similar interests to me","Thai","Women","Ranked second",2,0.11
596,519,"They have similar interests to me","Thai","Women","Ranked third",3,0.13
596,519,"They have similar interests to me","Thai","Women","Ranked fourth",4,0.15
596,519,"They have similar interests to me","Thai","Women","Ranked fifth",5,0.24
596,519,"They have similar interests to me","Thai","Women","Ranked sixth",6,0.22
620,670,"They are good looking","UAE","Men","Ranked first",1,0.28
620,670,"They are good looking","UAE","Men","Ranked second",2,0.19
620,670,"They are good looking","UAE","Men","Ranked third",3,0.14
620,670,"They are good looking","UAE","Men","Ranked fourth",4,0.13
620,670,"They are good looking","UAE","Men","Ranked fifth",5,0.19
620,670,"They are good looking","UAE","Men","Ranked sixth",6,0.06
620,670,"They have a personality I like","UAE","Men","Ranked first",1,0.34
620,670,"They have a personality I like","UAE","Men","Ranked second",2,0.21
620,670,"They have a personality I like","UAE","Men","Ranked third",3,0.18
620,670,"They have a personality I like","UAE","Men","Ranked fourth",4,0.11
620,670,"They have a personality I like","UAE","Men","Ranked fifth",5,0.09
620,670,"They have a personality I like","UAE","Men","Ranked sixth",6,0.06
620,670,"They have a sense of humour I like","UAE","Men","Ranked first",1,0.08
620,670,"They have a sense of humour I like","UAE","Men","Ranked second",2,0.17
620,670,"They have a sense of humour I like","UAE","Men","Ranked third",3,0.21
620,670,"They have a sense of humour I like","UAE","Men","Ranked fourth",4,0.25
620,670,"They have a sense of humour I like","UAE","Men","Ranked fifth",5,0.2
620,670,"They have a sense of humour I like","UAE","Men","Ranked sixth",6,0.09
620,670,"They are intelligent","UAE","Men","Ranked first",1,0.14
620,670,"They are intelligent","UAE","Men","Ranked second",2,0.23
620,670,"They are intelligent","UAE","Men","Ranked third",3,0.23
620,670,"They are intelligent","UAE","Men","Ranked fourth",4,0.22
620,670,"They are intelligent","UAE","Men","Ranked fifth",5,0.13
620,670,"They are intelligent","UAE","Men","Ranked sixth",6,0.05
620,670,"They have/make a decent amount of money","UAE","Men","Ranked first",1,0.03
620,670,"They have/make a decent amount of money","UAE","Men","Ranked second",2,0.06
620,670,"They have/make a decent amount of money","UAE","Men","Ranked third",3,0.07
620,670,"They have/make a decent amount of money","UAE","Men","Ranked fourth",4,0.08
620,670,"They have/make a decent amount of money","UAE","Men","Ranked fifth",5,0.16
620,670,"They have/make a decent amount of money","UAE","Men","Ranked sixth",6,0.6
620,670,"They have similar interests to me","UAE","Men","Ranked first",1,0.12
620,670,"They have similar interests to me","UAE","Men","Ranked second",2,0.15
620,670,"They have similar interests to me","UAE","Men","Ranked third",3,0.16
620,670,"They have similar interests to me","UAE","Men","Ranked fourth",4,0.21
620,670,"They have similar interests to me","UAE","Men","Ranked fifth",5,0.23
620,670,"They have similar interests to me","UAE","Men","Ranked sixth",6,0.13
382,332,"They are good looking","UAE","Women","Ranked first",1,0.12
382,332,"They are good looking","UAE","Women","Ranked second",2,0.11
382,332,"They are good looking","UAE","Women","Ranked third",3,0.11
382,332,"They are good looking","UAE","Women","Ranked fourth",4,0.19
382,332,"They are good looking","UAE","Women","Ranked fifth",5,0.23
382,332,"They are good looking","UAE","Women","Ranked sixth",6,0.25
382,332,"They have a personality I like","UAE","Women","Ranked first",1,0.43
382,332,"They have a personality I like","UAE","Women","Ranked second",2,0.18
382,332,"They have a personality I like","UAE","Women","Ranked third",3,0.14
382,332,"They have a personality I like","UAE","Women","Ranked fourth",4,0.1
382,332,"They have a personality I like","UAE","Women","Ranked fifth",5,0.11
382,332,"They have a personality I like","UAE","Women","Ranked sixth",6,0.04
382,332,"They have a sense of humour I like","UAE","Women","Ranked first",1,0.15
382,332,"They have a sense of humour I like","UAE","Women","Ranked second",2,0.22
382,332,"They have a sense of humour I like","UAE","Women","Ranked third",3,0.23
382,332,"They have a sense of humour I like","UAE","Women","Ranked fourth",4,0.17
382,332,"They have a sense of humour I like","UAE","Women","Ranked fifth",5,0.13
382,332,"They have a sense of humour I like","UAE","Women","Ranked sixth",6,0.09
382,332,"They are intelligent","UAE","Women","Ranked first",1,0.15
382,332,"They are intelligent","UAE","Women","Ranked second",2,0.21
382,332,"They are intelligent","UAE","Women","Ranked third",3,0.23
382,332,"They are intelligent","UAE","Women","Ranked fourth",4,0.2
382,332,"They are intelligent","UAE","Women","Ranked fifth",5,0.14
382,332,"They are intelligent","UAE","Women","Ranked sixth",6,0.06
382,332,"They have/make a decent amount of money","UAE","Women","Ranked first",1,0.03
382,332,"They have/make a decent amount of money","UAE","Women","Ranked second",2,0.1
382,332,"They have/make a decent amount of money","UAE","Women","Ranked third",3,0.1
382,332,"They have/make a decent amount of money","UAE","Women","Ranked fourth",4,0.15
382,332,"They have/make a decent amount of money","UAE","Women","Ranked fifth",5,0.19
382,332,"They have/make a decent amount of money","UAE","Women","Ranked sixth",6,0.43
382,332,"They have similar interests to me","UAE","Women","Ranked first",1,0.12
382,332,"They have similar interests to me","UAE","Women","Ranked second",2,0.18
382,332,"They have similar interests to me","UAE","Women","Ranked third",3,0.19
382,332,"They have similar interests to me","UAE","Women","Ranked fourth",4,0.18
382,332,"They have similar interests to me","UAE","Women","Ranked fifth",5,0.2
382,332,"They have similar interests to me","UAE","Women","Ranked sixth",6,0.13
545,532,"They are good looking","Vietnamese","Men","Ranked first",1,0.44
545,532,"They are good looking","Vietnamese","Men","Ranked second",2,0.18
545,532,"They are good looking","Vietnamese","Men","Ranked third",3,0.14
545,532,"They are good looking","Vietnamese","Men","Ranked fourth",4,0.1
545,532,"They are good looking","Vietnamese","Men","Ranked fifth",5,0.09
545,532,"They are good looking","Vietnamese","Men","Ranked sixth",6,0.05
545,532,"They have a personality I like","Vietnamese","Men","Ranked first",1,0.32
545,532,"They have a personality I like","Vietnamese","Men","Ranked second",2,0.3
545,532,"They have a personality I like","Vietnamese","Men","Ranked third",3,0.16
545,532,"They have a personality I like","Vietnamese","Men","Ranked fourth",4,0.11
545,532,"They have a personality I like","Vietnamese","Men","Ranked fifth",5,0.07
545,532,"They have a personality I like","Vietnamese","Men","Ranked sixth",6,0.05
545,532,"They have a sense of humour I like","Vietnamese","Men","Ranked first",1,0.04
545,532,"They have a sense of humour I like","Vietnamese","Men","Ranked second",2,0.13
545,532,"They have a sense of humour I like","Vietnamese","Men","Ranked third",3,0.2
545,532,"They have a sense of humour I like","Vietnamese","Men","Ranked fourth",4,0.25
545,532,"They have a sense of humour I like","Vietnamese","Men","Ranked fifth",5,0.24
545,532,"They have a sense of humour I like","Vietnamese","Men","Ranked sixth",6,0.14
545,532,"They are intelligent","Vietnamese","Men","Ranked first",1,0.11
545,532,"They are intelligent","Vietnamese","Men","Ranked second",2,0.2
545,532,"They are intelligent","Vietnamese","Men","Ranked third",3,0.25
545,532,"They are intelligent","Vietnamese","Men","Ranked fourth",4,0.22
545,532,"They are intelligent","Vietnamese","Men","Ranked fifth",5,0.17
545,532,"They are intelligent","Vietnamese","Men","Ranked sixth",6,0.06
545,532,"They have/make a decent amount of money","Vietnamese","Men","Ranked first",1,0.01
545,532,"They have/make a decent amount of money","Vietnamese","Men","Ranked second",2,0.03
545,532,"They have/make a decent amount of money","Vietnamese","Men","Ranked third",3,0.07
545,532,"They have/make a decent amount of money","Vietnamese","Men","Ranked fourth",4,0.11
545,532,"They have/make a decent amount of money","Vietnamese","Men","Ranked fifth",5,0.22
545,532,"They have/make a decent amount of money","Vietnamese","Men","Ranked sixth",6,0.55
545,532,"They have similar interests to me","Vietnamese","Men","Ranked first",1,0.08
545,532,"They have similar interests to me","Vietnamese","Men","Ranked second",2,0.16
545,532,"They have similar interests to me","Vietnamese","Men","Ranked third",3,0.18
545,532,"They have similar interests to me","Vietnamese","Men","Ranked fourth",4,0.22
545,532,"They have similar interests to me","Vietnamese","Men","Ranked fifth",5,0.21
545,532,"They have similar interests to me","Vietnamese","Men","Ranked sixth",6,0.15
458,471,"They are good looking","Vietnamese","Women","Ranked first",1,0.21
458,471,"They are good looking","Vietnamese","Women","Ranked second",2,0.13
458,471,"They are good looking","Vietnamese","Women","Ranked third",3,0.15
458,471,"They are good looking","Vietnamese","Women","Ranked fourth",4,0.12
458,471,"They are good looking","Vietnamese","Women","Ranked fifth",5,0.18
458,471,"They are good looking","Vietnamese","Women","Ranked sixth",6,0.21
458,471,"They have a personality I like","Vietnamese","Women","Ranked first",1,0.33
458,471,"They have a personality I like","Vietnamese","Women","Ranked second",2,0.23
458,471,"They have a personality I like","Vietnamese","Women","Ranked third",3,0.17
458,471,"They have a personality I like","Vietnamese","Women","Ranked fourth",4,0.11
458,471,"They have a personality I like","Vietnamese","Women","Ranked fifth",5,0.1
458,471,"They have a personality I like","Vietnamese","Women","Ranked sixth",6,0.06
458,471,"They have a sense of humour I like","Vietnamese","Women","Ranked first",1,0.11
458,471,"They have a sense of humour I like","Vietnamese","Women","Ranked second",2,0.19
458,471,"They have a sense of humour I like","Vietnamese","Women","Ranked third",3,0.16
458,471,"They have a sense of humour I like","Vietnamese","Women","Ranked fourth",4,0.18
458,471,"They have a sense of humour I like","Vietnamese","Women","Ranked fifth",5,0.2
458,471,"They have a sense of humour I like","Vietnamese","Women","Ranked sixth",6,0.16
458,471,"They are intelligent","Vietnamese","Women","Ranked first",1,0.19
458,471,"They are intelligent","Vietnamese","Women","Ranked second",2,0.21
458,471,"They are intelligent","Vietnamese","Women","Ranked third",3,0.2
458,471,"They are intelligent","Vietnamese","Women","Ranked fourth",4,0.21
458,471,"They are intelligent","Vietnamese","Women","Ranked fifth",5,0.11
458,471,"They are intelligent","Vietnamese","Women","Ranked sixth",6,0.07
458,471,"They have/make a decent amount of money","Vietnamese","Women","Ranked first",1,0.05
458,471,"They have/make a decent amount of money","Vietnamese","Women","Ranked second",2,0.1
458,471,"They have/make a decent amount of money","Vietnamese","Women","Ranked third",3,0.17
458,471,"They have/make a decent amount of money","Vietnamese","Women","Ranked fourth",4,0.18
458,471,"They have/make a decent amount of money","Vietnamese","Women","Ranked fifth",5,0.21
458,471,"They have/make a decent amount of money","Vietnamese","Women","Ranked sixth",6,0.28
458,471,"They have similar interests to me","Vietnamese","Women","Ranked first",1,0.1
458,471,"They have similar interests to me","Vietnamese","Women","Ranked second",2,0.14
458,471,"They have similar interests to me","Vietnamese","Women","Ranked third",3,0.14
458,471,"They have similar interests to me","Vietnamese","Women","Ranked fourth",4,0.19
458,471,"They have similar interests to me","Vietnamese","Women","Ranked fifth",5,0.2
458,471,"They have similar interests to me","Vietnamese","Women","Ranked sixth",6,0.22
