"Region","Country","Date","Weekday","Holiday Name","Holiday Type","Where It is Observed"
"Australia & Pacific","Australia",2017-11-02,"Thursday","All Souls' Day","Christian",NA
"Australia & Pacific","Australia",2017-11-06,"Monday","Recreation Day","State Holiday","Tasmania"
"Australia & Pacific","Australia",2017-11-07,"Tuesday","Melbourne Cup Day","State Holiday","Victoria"
"Australia & Pacific","Australia",2017-11-11,"Saturday","Remembrance Day","Observance",NA
"Australia & Pacific","Australia",2017-12-01,"Friday","Prophet's Birthday","Muslim",NA
"Australia & Pacific","Australia",2017-12-03,"Sunday","First Sunday of Advent","Observance",NA
"Australia & Pacific","Australia",2017-12-08,"Friday","Feast of the Immaculate Conception","Christian",NA
"Australia & Pacific","Australia",2017-12-13,"Wednesday","First Day of Hanukkah","Jewish holiday",NA
"Australia & Pacific","Australia",2017-12-20,"Wednesday","Last day of Hanukkah","Jewish holiday",NA
"Australia & Pacific","Australia",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Australia",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Australia & Pacific","Australia",2017-12-25,"Monday","Christmas Day","National Holiday",NA
"Australia & Pacific","Australia",2017-12-26,"Tuesday","Boxing Day","National Holiday",NA
"Australia & Pacific","Australia",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Australia & Pacific","Cook Islands",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Cook Islands",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-04-25,"Tuesday","ANZAC Day","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-06-12,"Monday","Queen's Birthday","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Cook Islands",2017-08-04,"Friday","Constitution Day","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Cook Islands",2017-10-26,"Thursday","Gospel Day","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Cook Islands",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"Australia & Pacific","Cook Islands",2017-12-26,"Tuesday","Boxing Day","Public Holiday",NA
"Australia & Pacific","Fiji",2017-01-01,"Sunday","New Year","Public Holiday",NA
"Australia & Pacific","Fiji",2017-01-14,"Saturday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Australia & Pacific","Fiji",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Fiji",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"Australia & Pacific","Fiji",2017-04-15,"Saturday","Holy Saturday","Public Holiday",NA
"Australia & Pacific","Fiji",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"Australia & Pacific","Fiji",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Fiji",2017-06-26,"Monday","National Sports Day","Public Holiday",NA
"Australia & Pacific","Fiji",2017-09-07,"Thursday","Constitution Day","Public Holiday",NA
"Australia & Pacific","Fiji",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Fiji",2017-10-10,"Tuesday","Fiji Day","Public Holiday",NA
"Australia & Pacific","Fiji",2017-11-04,"Saturday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Australia & Pacific","Fiji",2017-12-01,"Friday","The Prophet's Birthday","Public Holiday",NA
"Australia & Pacific","Fiji",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Fiji",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"Australia & Pacific","Fiji",2017-12-26,"Tuesday","Boxing Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-03-08,"Wednesday","International Women's Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Kiribati",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Kiribati",2017-07-11,"Tuesday","Independence Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-07-15,"Saturday","Unimwane Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-07-16,"Sunday","Unaine Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-08-07,"Monday","Youth Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Kiribati",2017-12-11,"Monday","Human Rights and Peace Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Kiribati",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"Australia & Pacific","Kiribati",2017-12-26,"Tuesday","Boxing Day","Public Holiday",NA
"Australia & Pacific","Micronesia",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"Australia & Pacific","Micronesia",2017-01-11,"Wednesday","Kosrae Constitution Day","Local holiday",NA
"Australia & Pacific","Micronesia",2017-03-01,"Wednesday","Yap Day","Local holiday",NA
"Australia & Pacific","Micronesia",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Micronesia",2017-03-31,"Friday","Micronesia Culture Day (Chuuk & Pohnpei)","Local holiday",NA
"Australia & Pacific","Micronesia",2017-05-10,"Wednesday","Constitution Day","Public Holiday",NA
"Australia & Pacific","Micronesia",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Micronesia",2017-08-21,"Monday","Gospel Day (Kosrae)","Local holiday",NA
"Australia & Pacific","Micronesia",2017-09-08,"Friday","Kosrae Liberation Day","Local holiday",NA
"Australia & Pacific","Micronesia",2017-09-11,"Monday","Pohnpei Liberation Day","Local holiday",NA
"Australia & Pacific","Micronesia",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Micronesia",2017-10-01,"Sunday","Chuuk Constitution Day","Local holiday",NA
"Australia & Pacific","Micronesia",2017-10-24,"Tuesday","United Nations Day","Public Holiday",NA
"Australia & Pacific","Micronesia",2017-11-03,"Friday","Independence Day","Public Holiday",NA
"Australia & Pacific","Micronesia",2017-11-08,"Wednesday","Pohnpei Constitution Day","Local holiday",NA
"Australia & Pacific","Micronesia",2017-11-11,"Saturday","Veterans of Foreign Wars Day","Public Holiday",NA
"Australia & Pacific","Micronesia",2017-11-23,"Thursday","Thanksgiving","Local holiday",NA
"Australia & Pacific","Micronesia",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Micronesia",2017-12-24,"Sunday","Yap Constitution Day","Local holiday",NA
"Australia & Pacific","Micronesia",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"Australia & Pacific","Nauru",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"Australia & Pacific","Nauru",2017-01-31,"Tuesday","Independence Day","Public Holiday",NA
"Australia & Pacific","Nauru",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Nauru",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"Australia & Pacific","Nauru",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"Australia & Pacific","Nauru",2017-05-17,"Wednesday","Constitution Day","Public Holiday",NA
"Australia & Pacific","Nauru",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Nauru",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Nauru",2017-10-26,"Thursday","Angam Day","Public Holiday",NA
"Australia & Pacific","Nauru",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Nauru",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"Australia & Pacific","Nauru",2017-12-26,"Tuesday","Boxing Day","Public Holiday",NA
"Australia & Pacific","New Zealand",2017-01-01,"Sunday","New Year's Day","National holiday",NA
"Australia & Pacific","New Zealand",2017-01-02,"Monday","New Year's Day Observed","National holiday",NA
"Australia & Pacific","New Zealand",2017-01-03,"Tuesday","Day after New Year's Day","National holiday",NA
"Australia & Pacific","New Zealand",2017-02-06,"Monday","Waitangi Day","National holiday",NA
"Australia & Pacific","New Zealand",2017-02-14,"Tuesday","Valentine's Day","Observance",NA
"Australia & Pacific","New Zealand",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","New Zealand",2017-04-01,"Saturday","April Fools","Observance",NA
"Australia & Pacific","New Zealand",2017-04-14,"Friday","Good Friday","National holiday",NA
"Australia & Pacific","New Zealand",2017-04-15,"Saturday","Holy Saturday","Observance",NA
"Australia & Pacific","New Zealand",2017-04-16,"Sunday","Easter Day","Observance",NA
"Australia & Pacific","New Zealand",2017-04-17,"Monday","Easter Monday","National holiday",NA
"Australia & Pacific","New Zealand",2017-04-25,"Tuesday","ANZAC Day","National holiday",NA
"Australia & Pacific","New Zealand",2017-05-14,"Sunday","Mother's Day","Observance",NA
"Australia & Pacific","New Zealand",2017-06-05,"Monday","Queen's Birthday","National holiday",NA
"Australia & Pacific","New Zealand",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","New Zealand",2017-09-03,"Sunday","Father's Day","Observance",NA
"Australia & Pacific","New Zealand",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","New Zealand",2017-10-19,"Thursday","Diwali/Deepavali","Observance",NA
"Australia & Pacific","New Zealand",2017-10-23,"Monday","Labour Day","National holiday",NA
"Australia & Pacific","New Zealand",2017-10-31,"Tuesday","Halloween","Observance",NA
"Australia & Pacific","New Zealand",2017-11-05,"Sunday","Guy Fawkes Night","Observance",NA
"Australia & Pacific","New Zealand",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","New Zealand",2017-12-24,"Sunday","Christmas Eve","Observance",NA
"Australia & Pacific","New Zealand",2017-12-25,"Monday","Christmas Day","National holiday",NA
"Australia & Pacific","New Zealand",2017-12-26,"Tuesday","Boxing Day","National holiday",NA
"Australia & Pacific","New Zealand",2017-12-31,"Sunday","New Year's Eve","Observance",NA
"Australia & Pacific","Palau",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"Australia & Pacific","Palau",2017-03-15,"Wednesday","Youth Day","Public Holiday",NA
"Australia & Pacific","Palau",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Palau",2017-05-05,"Friday","Senior Citizens Day","Public Holiday",NA
"Australia & Pacific","Palau",2017-06-01,"Thursday","President's Day","Public Holiday",NA
"Australia & Pacific","Palau",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Palau",2017-07-09,"Sunday","Constitution Day","Public Holiday",NA
"Australia & Pacific","Palau",2017-09-04,"Monday","Labor Day","Public Holiday",NA
"Australia & Pacific","Palau",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Palau",2017-10-01,"Sunday","Independence Day","Public Holiday",NA
"Australia & Pacific","Palau",2017-11-23,"Thursday","Thanksgiving","Public Holiday",NA
"Australia & Pacific","Palau",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Palau",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Papua New Guinea",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-04-16,"Sunday","Easter Day","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-06-12,"Monday","Queen's Birthday","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Papua New Guinea",2017-06-27,"Tuesday","General Election Day","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-07-23,"Sunday","National Remembrance Day","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-08-26,"Saturday","National Day of Repentance","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-09-16,"Saturday","Independence Day","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Papua New Guinea",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Papua New Guinea",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
"Australia & Pacific","Papua New Guinea",2017-12-26,"Tuesday","Boxing Day","Public Holiday",NA
"Australia & Pacific","Samoa",2017-01-01,"Sunday","New Year's Day","Public Holiday",NA
"Australia & Pacific","Samoa",2017-03-20,"Monday","March equinox","Season",NA
"Australia & Pacific","Samoa",2017-04-01,"Saturday","Daylight Saving Time ends","Clock change/Daylight Saving Time",NA
"Australia & Pacific","Samoa",2017-04-14,"Friday","Good Friday","Public Holiday",NA
"Australia & Pacific","Samoa",2017-04-17,"Monday","Easter Monday","Public Holiday",NA
"Australia & Pacific","Samoa",2017-05-14,"Sunday","Mother's Day","Public Holiday",NA
"Australia & Pacific","Samoa",2017-06-18,"Sunday","Father's Day","Public Holiday",NA
"Australia & Pacific","Samoa",2017-06-21,"Wednesday","June Solstice","Season",NA
"Australia & Pacific","Samoa",2017-07-01,"Saturday","Independence Day","Public Holiday",NA
"Australia & Pacific","Samoa",2017-07-03,"Monday","Independence Day observed","Public Holiday",NA
"Australia & Pacific","Samoa",2017-08-14,"Monday","Lotu","Public Holiday",NA
"Australia & Pacific","Samoa",2017-09-22,"Friday","September equinox","Season",NA
"Australia & Pacific","Samoa",2017-09-23,"Saturday","Daylight Saving Time starts","Clock change/Daylight Saving Time",NA
"Australia & Pacific","Samoa",2017-12-21,"Thursday","December Solstice","Season",NA
"Australia & Pacific","Samoa",2017-12-25,"Monday","Christmas Day","Public Holiday",NA
