Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
1/1/10,6,-9,T,T,9
1/2/10,1,-15,0,0,9
1/3/10,7,-14,0,0,9
1/4/10,7,-10,0,0,9
1/5/10,10,-9,0,0,9
1/6/10,16,-4,0,0,9
1/7/10,16,4,0.06,2.2,11
1/8/10,8,-6,0,0,11
1/9/10,6,-14,0,0,11
1/10/10,15,-6,0,0,11
1/11/10,22,8,T,T,10
1/12/10,22,2,T,T,10
1/13/10,28,19,T,T,10
1/14/10,31,15,0,0,10
1/15/10,28,12,0,0,10
1/16/10,35,15,0,0,10
1/17/10,34,20,0,0,10
1/18/10,34,13,0,0,9
1/19/10,23,13,T,T,9
1/20/10,28,19,T,T,9
1/21/10,30,25,0.05,T,9
1/22/10,33,28,0.02,0,9
1/23/10,36,32,0.23,T,9
1/24/10,35,32,0.04,T,7
1/25/10,34,16,0.05,0.9,6
1/26/10,16,3,T,T,7
1/27/10,11,2,T,T,7
1/28/10,7,-2,T,T,7
1/29/10,9,-5,0,0,7
1/30/10,17,1,0,0,7
1/31/10,16,3,0,0,7
2/1/10,16,8,0.11,2.6,7
2/2/10,21,8,0.02,0.5,10
2/3/10,21,1,0,0,10
2/4/10,29,19,0.07,1,10
2/5/10,33,28,0.12,1.3,12
2/6/10,28,19,0,0,11
2/7/10,24,15,0.05,0.8,11
2/8/10,25,22,0.23,4.7,12
2/9/10,26,15,0.03,0.4,15
2/10/10,24,3,0,0,16
2/11/10,25,0,0,0,15
2/12/10,25,3,T,T,15
2/13/10,23,10,T,0.2,15
2/14/10,24,5,0.09,1.6,15
2/15/10,30,22,0.03,0.7,17
2/16/10,34,17,0,0,17
2/17/10,35,16,0,0,16
2/18/10,37,10,0,0,15
2/19/10,31,7,0,0,14
2/20/10,35,18,T,T,13
2/21/10,31,13,0,0,13
2/22/10,32,14,0,0,13
2/23/10,23,9,T,0.1,13
2/24/10,20,1,0,0,13
2/25/10,26,3,0,0,12
2/26/10,32,5,0,0,12
2/27/10,38,9,0,0,12
2/28/10,38,16,0,0,12
3/1/10,38,19,0,0,12
3/2/10,42,19,0,0,11
3/3/10,41,20,0,0,10
3/4/10,39,20,0,0,10
3/5/10,42,23,0,0,9
3/6/10,41,24,T,0,8
3/7/10,47,35,0.02,0,6
3/8/10,37,34,T,0,4
3/9/10,39,33,0.04,0,4
3/10/10,42,35,0.27,0,2
3/11/10,47,35,0.25,0,T
3/12/10,43,38,0.03,0,T
3/13/10,45,38,0,0,T
3/14/10,64,40,0,0,0
3/15/10,60,41,0,0,0
3/16/10,50,40,0.08,0,0
3/17/10,58,34,0,0,0
3/18/10,64,39,0,0,0
3/19/10,45,29,0,0,0
3/20/10,39,23,0,0,0
3/21/10,50,24,0,0,0
3/22/10,55,30,0,0,0
3/23/10,61,37,0,0,0
3/24/10,55,31,0,0,0
3/25/10,42,24,0,0,0
3/26/10,51,25,0,0,0
3/27/10,52,40,0,0,0
3/28/10,52,33,0,0,0
3/29/10,59,32,0,0,0
3/30/10,75,46,0,0,0
3/31/10,76,50,0,0,0
4/1/10,81,50,0,0,0
4/2/10,72,44,0.06,0,0
4/3/10,61,39,0,0,0
4/4/10,67,50,T,0,0
4/5/10,60,43,0.01,0,0
4/6/10,52,44,0.28,0,0
4/7/10,56,39,0,0,0
4/8/10,52,33,0,0,0
4/9/10,67,32,0,0,0
4/10/10,63,44,0,0,0
4/11/10,69,38,0,0,0
4/12/10,68,47,0,0,0
4/13/10,69,46,0.73,0,0
4/14/10,74,53,0.07,0,0
4/15/10,71,54,0.56,0,0
4/16/10,61,46,0,0,0
4/17/10,65,40,0,0,0
4/18/10,67,38,0,0,0
4/19/10,69,45,0,0,0
4/20/10,71,50,0,0,0
4/21/10,61,42,0,0,0
4/22/10,66,34,0,0,0
4/23/10,69,48,T,0,0
4/24/10,60,50,0.5,0,0
4/25/10,61,47,0.04,0,0
4/26/10,63,44,0,0,0
4/27/10,60,39,0,0,0
4/28/10,69,40,0,0,0
4/29/10,73,56,T,0,0
4/30/10,69,55,0.07,0,0
5/1/10,64,49,0,0,0
5/2/10,64,48,0,0,0
5/3/10,57,46,0.05,0,0
5/4/10,79,41,T,0,0
5/5/10,55,47,T,0,0
5/6/10,54,41,0.04,0,0
5/7/10,48,34,0.55,T,0
5/8/10,52,34,T,T,0
5/9/10,58,32,0,0,0
5/10/10,58,44,0.19,0,0
5/11/10,46,41,0.47,0,0
5/12/10,51,42,0.04,0,0
5/13/10,53,46,0.61,0,0
5/14/10,71,46,0,0,0
5/15/10,74,45,0,0,0
5/16/10,74,54,0,0,0
5/17/10,76,53,0,0,0
5/18/10,75,54,0,0,0
5/19/10,79,50,0,0,0
5/20/10,82,53,0,0,0
5/21/10,65,59,0.02,0,0
5/22/10,82,57,0.12,0,0
5/23/10,88,73,0,0,0
5/24/10,95,72,0,0,0
5/25/10,89,66,0.38,0,0
5/26/10,80,60,0,0,0
5/27/10,81,56,0,0,0
5/28/10,85,61,0,0,0
5/29/10,91,64,0,0,0
5/30/10,81,59,0.03,0,0
5/31/10,78,51,0,0,0
6/1/10,82,62,0.18,0,0
6/2/10,73,58,0.01,0,0
6/3/10,78,52,0.01,0,0
6/4/10,83,63,0.44,0,0
6/5/10,70,59,0.27,0,0
6/6/10,78,57,T,0,0
6/7/10,75,56,0.01,0,0
6/8/10,70,60,0.84,0,0
6/9/10,73,59,0,0,0
6/10/10,66,57,T,0,0
6/11/10,76,60,0.79,0,0
6/12/10,62,54,0.15,0,0
6/13/10,67,59,0,0,0
6/14/10,69,61,0.26,0,0
6/15/10,76,61,0.01,0,0
6/16/10,80,60,0,0,0
6/17/10,89,66,0.01,0,0
6/18/10,86,64,0,0,0
6/19/10,76,64,0,0,0
6/20/10,82,61,0,0,0
6/21/10,79,69,0.07,0,0
6/22/10,91,67,0,0,0
6/23/10,80,64,0.32,0,0
6/24/10,82,60,0,0,0
6/25/10,86,65,0.73,T,0
6/26/10,84,66,2.15,0,0
6/27/10,84,68,0,0,0
6/28/10,75,63,0,0,0
6/29/10,74,58,0,0,0
6/30/10,79,57,0,0,0
7/1/10,86,63,0,0,0
7/2/10,88,68,0,0,0
7/3/10,92,74,0,0,0
7/4/10,85,73,0.1,0,0
7/5/10,85,70,0.8,0,0
7/6/10,88,70,0,0,0
7/7/10,87,68,0.22,0,0
7/8/10,85,63,0,0,0
7/9/10,87,67,0,0,0
7/10/10,86,69,0.08,0,0
7/11/10,83,66,0.17,0,0
7/12/10,79,61,0,0,0
7/13/10,85,63,0,0,0
7/14/10,93,71,0.27,0,0
7/15/10,85,65,0,0,0
7/16/10,90,70,0,0,0
7/17/10,92,67,0.28,0,0
7/18/10,84,68,0,0,0
7/19/10,80,64,0,0,0
7/20/10,86,65,0,0,0
7/21/10,88,66,0,0,0
7/22/10,77,68,0.28,0,0
7/23/10,86,68,T,0,0
7/24/10,83,64,0.51,0,0
7/25/10,83,64,0,0,0
7/26/10,86,67,0,0,0
7/27/10,94,72,0.2,0,0
7/28/10,83,67,0,0,0
7/29/10,82,65,0,0,0
7/30/10,74,67,0.12,0,0
7/31/10,86,68,0,0,0
8/1/10,87,70,T,0,0
8/2/10,86,76,T,0,0
8/3/10,95,74,0,0,0
8/4/10,90,71,0,0,0
8/5/10,82,66,0,0,0
8/6/10,85,63,0,0,0
8/7/10,89,68,0.07,0,0
8/8/10,96,75,0.32,0,0
8/9/10,95,76,0,0,0
8/10/10,90,71,2.47,0,0
8/11/10,93,72,0,0,0
8/12/10,92,72,T,0,0
8/13/10,88,68,1.47,0,0
8/14/10,86,65,T,0,0
8/15/10,77,63,0,0,0
8/16/10,79,58,0,0,0
8/17/10,78,58,0,0,0
8/18/10,78,66,0,0,0
8/19/10,80,71,T,0,0
8/20/10,86,74,T,0,0
8/21/10,85,69,0,0,0
8/22/10,88,65,0,0,0
8/23/10,88,72,0,0,0
8/24/10,78,63,0.23,0,0
8/25/10,73,58,0,0,0
8/26/10,79,56,0,0,0
8/27/10,88,63,0,0,0
8/28/10,89,67,0,0,0
8/29/10,94,68,0,0,0
8/30/10,92,77,T,0,0
8/31/10,86,68,0.35,0,0
9/1/10,77,60,0,0,0
9/2/10,73,59,0.74,0,0
9/3/10,61,51,T,0,0
9/4/10,69,48,0,0,0
9/5/10,73,50,0,0,0
9/6/10,71,59,0.13,0,0
9/7/10,63,52,T,0,0
9/8/10,69,46,0,0,0
9/9/10,65,52,T,0,0
9/10/10,71,58,0.16,0,0
9/11/10,73,56,0,0,0
9/12/10,79,54,0,0,0
9/13/10,74,54,0,0,0
9/14/10,68,53,0,0,0
9/15/10,66,52,0.91,0,0
9/16/10,56,50,0,0,0
9/17/10,64,53,0.01,0,0
9/18/10,60,45,T,0,0
9/19/10,64,50,0,0,0
9/20/10,80,52,0.03,0,0
9/21/10,77,53,0.53,T,0
9/22/10,65,48,1.01,0,0
9/23/10,74,57,1.98,0,0
9/24/10,61,50,0,0,0
9/25/10,61,45,0.02,0,0
9/26/10,65,41,0,0,0
9/27/10,75,45,0,0,0
9/28/10,66,54,0,0,0
9/29/10,74,52,0,0,0
9/30/10,72,49,0,0,0
10/1/10,70,47,T,0,0
10/2/10,56,41,0,0,0
10/3/10,59,38,0,0,0
10/4/10,65,41,0,0,0
10/5/10,74,45,0,0,0
10/6/10,71,54,0,0,0
10/7/10,74,46,0,0,0
10/8/10,87,57,0,0,0
10/9/10,83,58,0,0,0
10/10/10,81,54,0,0,0
10/11/10,80,54,0,0,0
10/12/10,72,52,0,0,0
10/13/10,66,47,0,0,0
10/14/10,69,45,0,0,0
10/15/10,61,43,0,0,0
10/16/10,66,46,0,0,0
10/17/10,59,40,T,0,0
10/18/10,56,39,T,0,0
10/19/10,60,40,0,0,0
10/20/10,68,43,0,0,0
10/21/10,53,40,0,0,0
10/22/10,68,36,0,0,0
10/23/10,65,52,0.01,0,0
10/24/10,61,53,0.51,0,0
10/25/10,61,52,0.67,0,0
10/26/10,63,42,0.37,0,0
10/27/10,42,35,0.05,T,0
10/28/10,42,30,0,0,0
10/29/10,53,28,0,0,0
10/30/10,52,35,0,0,0
10/31/10,49,30,0,0,0
11/1/10,52,31,0,0,0
11/2/10,56,34,0,0,0
11/3/10,56,44,0,0,0
11/4/10,46,33,0,0,0
11/5/10,45,27,0,0,0
11/6/10,57,31,0,0,0
11/7/10,61,36,0,0,0
11/8/10,63,43,0,0,0
11/9/10,69,43,0,0,0
11/10/10,68,45,0.17,0,0
11/11/10,52,37,0,0,0
11/12/10,43,36,0.03,T,0
11/13/10,36,33,0.98,7.7,1
11/14/10,35,33,0.06,0.3,4
11/15/10,39,27,0,0,3
11/16/10,35,30,0.02,0.1,3
11/17/10,37,30,0,0,2
11/18/10,31,27,T,T,2
11/19/10,39,23,0,0,1
11/20/10,29,18,0.02,0,T
11/21/10,34,27,0.03,0,T
11/22/10,31,14,0.02,0.1,T
11/23/10,24,12,0,0,T
11/24/10,33,20,0.12,1.1,T
11/25/10,27,6,T,T,1
11/26/10,26,11,0,0,1
11/27/10,28,10,0,0,1
11/28/10,45,27,0,0,1
11/29/10,41,36,0.59,0,T
11/30/10,36,18,0.03,0.5,T
12/1/10,20,15,T,T,1
12/2/10,20,11,T,T,1
12/3/10,20,10,0.43,5.1,1
12/4/10,25,11,0.09,1,6
12/5/10,18,4,0.01,0.5,6
12/6/10,21,14,T,0.3,6
12/7/10,17,8,0,0,6
12/8/10,18,3,T,T,6
12/9/10,34,11,0.01,0.2,6
12/10/10,28,16,0.05,0.8,5
12/11/10,22,8,1.16,16.3,9
12/12/10,8,-1,0,0,18
12/13/10,6,-8,0,0,17
12/14/10,10,-6,0,0,17
12/15/10,17,4,0,0,16
12/16/10,20,12,T,T,16
12/17/10,15,8,T,T,15
12/18/10,17,8,T,T,14
12/19/10,15,3,0,0,14
12/20/10,26,10,0.36,4.6,14
12/21/10,31,20,0.05,T,16
12/22/10,32,27,T,T,16
12/23/10,27,23,0.15,2.3,16
12/24/10,26,18,0.18,2.3,19
12/25/10,20,16,T,T,19
12/26/10,24,7,T,T,19
12/27/10,21,7,T,T,18
12/28/10,34,14,0,0,17
12/29/10,37,25,T,0,16
12/30/10,42,17,0.27,0,13
12/31/10,24,7,0.03,0.2,10
1/1/11,9,1,T,T,9
1/2/11,17,0,T,0.1,9
1/3/11,21,8,0.03,1.1,9
1/4/11,9,-5,T,T,10
1/5/11,25,3,0.04,0.4,10
1/6/11,18,7,T,T,10
1/7/11,15,8,0.01,0.3,10
1/8/11,12,1,T,T,10
1/9/11,16,-4,T,T,10
1/10/11,22,12,0.16,1.5,8
1/11/11,23,18,0.1,1.2,10
1/12/11,21,2,0,0,11
1/13/11,16,0,0.08,1.9,10
1/14/11,18,14,0.17,2.5,12
1/15/11,16,2,0,0,13
1/16/11,15,4,0.01,0.2,13
1/17/11,25,15,0.07,1.3,14
1/18/11,19,7,T,T,12
1/19/11,13,-3,0.01,0.2,12
1/20/11,9,-11,0.01,0.1,12
1/21/11,3,-16,0.01,1.1,12
1/22/11,6,-3,T,0.1,12
1/23/11,13,-8,0,0,12
1/24/11,27,11,0.01,0.1,12
1/25/11,20,13,T,T,12
1/26/11,25,15,T,T,12
1/27/11,27,22,0.01,0.2,11
1/28/11,31,23,0,0,11
1/29/11,32,15,T,T,11
1/30/11,23,14,0.03,0.5,10
1/31/11,21,14,0.25,4.2,12
2/1/11,15,5,T,T,14
2/2/11,12,-4,0,0,13
2/3/11,19,-2,0,0,13
2/4/11,34,10,0,0,13
2/5/11,27,14,0.01,0.2,12
2/6/11,29,23,0.01,0.3,12
2/7/11,23,0,T,T,12
2/8/11,3,-10,0,0,12
2/9/11,8,-7,0,0,11
2/10/11,12,-11,0,0,11
2/11/11,32,-6,0.01,0.2,11
2/12/11,38,18,0,0,11
2/13/11,48,29,0,0,10
2/14/11,39,32,0,0,6
2/15/11,42,32,0,0,5
2/16/11,52,28,T,0,5
2/17/11,46,30,0.01,0,4
2/18/11,30,15,0,0,2
2/19/11,29,10,0,0,2
2/20/11,27,24,0.85,11.8,2
2/21/11,24,16,0.11,2,14
2/22/11,27,6,T,T,15
2/23/11,34,25,T,T,13
2/24/11,29,15,0,0,11
2/25/11,15,0,0.02,0.3,11
2/26/11,8,-2,0.1,1.3,11
2/27/11,28,2,T,T,12
2/28/11,25,2,0,0,11
3/1/11,41,5,0,0,11
3/2/11,17,-3,0,0,10
3/3/11,32,14,0.01,0.1,9
3/4/11,30,23,0,0,9
3/5/11,29,17,0,0,9
3/6/11,30,11,0.12,1.7,8
3/7/11,30,24,0.03,0.4,10
3/8/11,39,27,T,T,10
3/9/11,36,30,0.09,1,10
3/10/11,33,22,0,0,9
3/11/11,43,20,0.04,0.5,9
3/12/11,31,16,T,T,7
3/13/11,30,15,T,T,7
3/14/11,38,14,0,0,6
3/15/11,44,30,0.04,0,6
3/16/11,52,29,0,0,5
3/17/11,53,38,0,0,1
3/18/11,40,28,0,0,T
3/19/11,50,24,0.04,T,T
3/20/11,44,37,0.1,0,0
3/21/11,46,35,0,0,0
3/22/11,39,33,1.14,0.4,0
3/23/11,33,18,0.34,4.1,2
3/24/11,33,13,0,0,4
3/25/11,33,18,0,0,4
3/26/11,30,16,0,0,4
3/27/11,34,16,0,0,3
3/28/11,36,18,0,0,3
3/29/11,42,21,0,0,2
3/30/11,44,21,0,0,1
3/31/11,48,35,0.11,0,T
4/1/11,47,35,0.07,T,T
4/2/11,54,31,0,0,0
4/3/11,56,43,T,0,0
4/4/11,48,34,0.01,T,0
4/5/11,56,30,0,0,0
4/6/11,58,39,0,0,0
4/7/11,64,36,0,0,0
4/8/11,64,41,0,0,0
4/9/11,58,48,0.01,0,0
4/10/11,76,46,0.1,0,0
4/11/11,63,43,0,0,0
4/12/11,68,42,0,0,0
4/13/11,62,44,T,0,0
4/14/11,48,35,T,0,0
4/15/11,49,33,0.13,0.6,0
4/16/11,41,32,T,T,1
4/17/11,49,32,0,0,0
4/18/11,50,35,0,0,0
4/19/11,45,35,T,T,0
4/20/11,46,32,0.2,1.3,1
4/21/11,50,32,0.16,0,0
4/22/11,45,39,0.09,0,0
4/23/11,48,39,0.04,0,0
4/24/11,62,36,0,0,0
4/25/11,65,39,0,0,0
4/26/11,57,38,1.46,0,0
4/27/11,44,35,T,T,0
4/28/11,56,35,0.06,T,0
4/29/11,65,36,T,0,0
4/30/11,60,43,0.47,0,0
5/1/11,43,33,T,T,0
5/2/11,40,33,T,T,0
5/3/11,59,32,0,0,0
5/4/11,66,37,T,0,0
5/5/11,63,46,0.15,0,0
5/6/11,70,45,0,0,0
5/7/11,72,53,0,0,0
5/8/11,65,53,0.18,0,0
5/9/11,70,54,0.47,T,0
5/10/11,88,56,T,0,0
5/11/11,78,61,0.02,0,0
5/12/11,65,51,0.02,0,0
5/13/11,56,46,T,0,0
5/14/11,52,44,0.08,0,0
5/15/11,64,44,0,0,0
5/16/11,69,40,0,0,0
5/17/11,68,44,0,0,0
5/18/11,73,49,0,0,0
5/19/11,71,58,0,0,0
5/20/11,73,59,0.28,0,0
5/21/11,73,61,1.74,0,0
5/22/11,69,58,0.57,0,0
5/23/11,75,59,0.01,0,0
5/24/11,67,56,0.01,0,0
5/25/11,64,50,0.1,0,0
5/26/11,64,45,0,0,0
5/27/11,63,47,0.22,0,0
5/28/11,70,50,0.15,0,0
5/29/11,68,54,0.01,0,0
5/30/11,88,62,0.03,0,0
5/31/11,77,59,T,0,0
6/1/11,76,55,0,0,0
6/2/11,80,60,0,0,0
6/3/11,91,68,0.02,0,0
6/4/11,84,64,0,0,0
6/5/11,84,62,0,0,0
6/6/11,97,70,0,0,0
6/7/11,103,78,0,0,0
6/8/11,83,58,0,0,0
6/9/11,68,52,T,0,0
6/10/11,62,53,0.29,0,0
6/11/11,69,52,0.02,0,0
6/12/11,68,52,0,0,0
6/13/11,77,55,0,0,0
6/14/11,80,61,0.92,0,0
6/15/11,74,58,0.43,0,0
6/16/11,80,62,0,0,0
6/17/11,84,60,0.8,0,0
6/18/11,72,67,0.28,0,0
6/19/11,79,63,0,0,0
6/20/11,77,62,0,0,0
6/21/11,79,65,1.2,0,0
6/22/11,70,53,1.29,0,0
6/23/11,63,53,0.01,0,0
6/24/11,78,52,0,0,0
6/25/11,68,61,0.02,0,0
6/26/11,79,61,T,0,0
6/27/11,77,61,T,0,0
6/28/11,79,58,0,0,0
6/29/11,86,62,0,0,0
6/30/11,95,72,0,0,0
7/1/11,99,71,0.14,0,0
7/2/11,85,67,0,0,0
7/3/11,86,64,0,0,0
7/4/11,90,68,0,0,0
7/5/11,88,70,0.01,0,0
7/6/11,87,64,0,0,0
7/7/11,87,69,T,0,0
7/8/11,91,71,0,0,0
7/9/11,88,76,T,0,0
7/10/11,92,69,0.62,0,0
7/11/11,88,69,T,0,0
7/12/11,78,65,0,0,0
7/13/11,77,61,0,0,0
7/14/11,74,64,0.13,0,0
7/15/11,77,71,1.84,0,0
7/16/11,87,71,1.08,0,0
7/17/11,93,79,T,0,0
7/18/11,98,80,T,0,0
7/19/11,97,74,0.28,0,0
7/20/11,96,80,0,0,0
7/21/11,86,71,0,0,0
7/22/11,89,71,0,0,0
7/23/11,85,68,0.68,0,0
7/24/11,83,63,0,0,0
7/25/11,89,68,0,0,0
7/26/11,84,68,T,0,0
7/27/11,89,72,0.44,0,0
7/28/11,89,73,0,0,0
7/29/11,89,68,0,0,0
7/30/11,90,68,0.01,0,0
7/31/11,93,68,0,0,0
8/1/11,83,71,0.82,0,0
8/2/11,88,74,0.01,0,0
8/3/11,87,67,0,0,0
8/4/11,85,68,0,0,0
8/5/11,85,70,0,0,0
8/6/11,88,73,T,0,0
8/7/11,82,67,0,0,0
8/8/11,82,68,0,0,0
8/9/11,76,62,0,0,0
8/10/11,81,58,0,0,0
8/11/11,84,63,0,0,0
8/12/11,77,65,0.01,0,0
8/13/11,81,62,0.61,0,0
8/14/11,84,63,0,0,0
8/15/11,84,67,0,0,0
8/16/11,84,68,1.42,0,0
8/17/11,81,62,0,0,0
8/18/11,84,61,0,0,0
8/19/11,84,65,0.01,0,0
8/20/11,78,61,0.01,0,0
8/21/11,79,61,T,0,0
8/22/11,85,62,0,0,0
8/23/11,87,68,0.12,0,0
8/24/11,81,67,0,0,0
8/25/11,83,63,0,0,0
8/26/11,87,66,0,0,0
8/27/11,79,60,T,0,0
8/28/11,78,59,0,0,0
8/29/11,81,59,0,0,0
8/30/11,71,64,0.02,0,0
8/31/11,85,64,T,0,0
9/1/11,94,71,0,0,0
9/2/11,82,72,0.02,0,0
9/3/11,81,60,T,0,0
9/4/11,71,53,T,0,0
9/5/11,72,48,0,0,0
9/6/11,74,51,0,0,0
9/7/11,79,53,0,0,0
9/8/11,86,57,0,0,0
9/9/11,90,63,0,0,0
9/10/11,89,63,0,0,0
9/11/11,89,65,0,0,0
9/12/11,90,61,0,0,0
9/13/11,70,54,0,0,0
9/14/11,60,41,0,0,0
9/15/11,58,36,0,0,0
9/16/11,60,48,0,0,0
9/17/11,67,49,T,0,0
9/18/11,61,53,0.2,0,0
9/19/11,75,51,0,0,0
9/20/11,73,55,0.04,0,0
9/21/11,61,49,0.05,0,0
9/22/11,57,46,T,0,0
9/23/11,60,47,0,0,0
9/24/11,62,41,0,0,0
9/25/11,67,45,T,0,0
9/26/11,70,53,T,0,0
9/27/11,67,58,0.05,0,0
9/28/11,81,56,0,0,0
9/29/11,66,55,T,0,0
9/30/11,64,44,0,0,0
10/1/11,64,38,0,0,0
10/2/11,80,43,0,0,0
10/3/11,83,50,0,0,0
10/4/11,85,52,0,0,0
10/5/11,88,62,0,0,0
10/6/11,83,57,0,0,0
10/7/11,85,65,0,0,0
10/8/11,83,71,T,0,0
10/9/11,83,64,0,0,0
10/10/11,76,57,0.12,0,0
10/11/11,76,54,0.02,0,0
10/12/11,69,57,0.54,0,0
10/13/11,60,48,T,0,0
10/14/11,57,48,0,0,0
10/15/11,60,43,T,0,0
10/16/11,59,45,0,0,0
10/17/11,58,41,0,0,0
10/18/11,47,42,T,0,0
10/19/11,49,39,0,0,0
10/20/11,55,35,0,0,0
10/21/11,61,32,0,0,0
10/22/11,61,40,0,0,0
10/23/11,58,42,0.01,0,0
10/24/11,62,39,0,0,0
10/25/11,56,42,T,0,0
10/26/11,51,40,T,0,0
10/27/11,53,36,0.01,0,0
10/28/11,56,34,0,0,0
10/29/11,54,31,0,0,0
10/30/11,50,39,T,0,0
10/31/11,50,33,0,0,0
11/1/11,55,45,T,0,0
11/2/11,51,37,T,0,0
11/3/11,54,30,0,0,0
11/4/11,56,28,0,0,0
11/5/11,57,40,0,0,0
11/6/11,55,43,T,0,0
11/7/11,50,35,0,0,0
11/8/11,47,34,0,0,0
11/9/11,50,34,T,T,0
11/10/11,39,31,T,T,0
11/11/11,50,30,0,0,0
11/12/11,64,31,0,0,0
11/13/11,49,40,0,0,0
11/14/11,52,35,0,0,0
11/15/11,51,30,0,0,0
11/16/11,39,24,0,0,0
11/17/11,32,16,0,0,0
11/18/11,48,32,0,0,0
11/19/11,37,23,0.21,3,0
11/20/11,27,16,0,0,3
11/21/11,36,20,0,0,2
11/22/11,38,34,0,0,1
11/23/11,52,35,0,0,0
11/24/11,59,36,0,0,0
11/25/11,54,44,0,0,0
11/26/11,50,37,0.08,0,0
11/27/11,37,31,T,0,0
11/28/11,39,25,0,0,0
11/29/11,40,25,0,0,0
11/30/11,41,24,0.01,T,0
12/1/11,32,17,0.04,0.4,T
12/2/11,34,14,0,0,T
12/3/11,34,29,0.18,4.2,T
12/4/11,29,22,0.01,0.2,4
12/5/11,22,17,T,T,3
12/6/11,19,10,T,0.1,3
12/7/11,29,14,0,0,3
12/8/11,29,12,0,0,2
12/9/11,17,5,0,0,2
12/10/11,27,6,0,0,2
12/11/11,39,19,0,0,2
12/12/11,40,36,0.01,0,T
12/13/11,38,35,0.01,0,0
12/14/11,39,35,0.37,0,0
12/15/11,37,19,T,T,0
12/16/11,26,17,T,0.1,0
12/17/11,35,20,0.01,0.2,T
12/18/11,47,21,0,0,0
12/19/11,38,26,0,0,0
12/20/11,33,20,0,0,0
12/21/11,31,18,T,0.2,0
12/22/11,28,21,0,0,T
12/23/11,37,19,0.02,0.2,0
12/24/11,42,18,0,0,T
12/25/11,42,30,0,0,T
12/26/11,52,25,0,0,0
12/27/11,40,24,0,0,0
12/28/11,39,23,0.01,0,0
12/29/11,37,28,0,0,0
12/30/11,32,28,T,T,0
12/31/11,43,28,0.33,1.7,0
1/1/12,34,19,T,T,1
1/2/12,20,11,T,T,1
1/3/12,29,10,0,0,1
1/4/12,37,23,0,0,1
1/5/12,45,24,0,0,1
1/6/12,46,37,0,0,T
1/7/12,37,25,0,0,0
1/8/12,40,21,0,0,0
1/9/12,49,34,0,0,0
1/10/12,52,27,0,0,0
1/11/12,38,13,T,T,0
1/12/12,14,10,T,T,T
1/13/12,13,7,0.02,0.4,T
1/14/12,21,5,0.03,0.5,T
1/15/12,40,18,0,0,1
1/16/12,32,20,0,0,T
1/17/12,20,5,0.01,0.1,T
1/18/12,26,-1,T,0.1,T
1/19/12,4,-11,0,0,T
1/20/12,12,0,0.07,1.1,T
1/21/12,22,-1,0,0,1
1/22/12,26,20,0.01,0,1
1/23/12,26,19,0.15,1.9,2
1/24/12,24,12,T,T,2
1/25/12,32,22,T,T,2
1/26/12,40,24,0,0,2
1/27/12,36,20,0.04,0.1,1
1/28/12,28,18,0.03,0.4,1
1/29/12,22,11,T,T,1
1/30/12,44,19,T,T,1
1/31/12,45,29,0,0,1
2/1/12,32,28,0,0,T
2/2/12,36,28,0,0,T
2/3/12,33,27,0,0,0
2/4/12,36,23,T,T,0
2/5/12,30,27,0,0,0
2/6/12,46,25,0,0,0
2/7/12,32,15,0,0,0
2/8/12,33,12,0,0,0
2/9/12,38,17,0,0,0
2/10/12,28,6,T,T,0
2/11/12,21,1,0,0,0
2/12/12,32,6,0,0,0
2/13/12,31,15,0.04,0.3,0
2/14/12,34,22,0.01,0.1,T
2/15/12,36,23,T,T,T
2/16/12,41,24,0,0,0
2/17/12,43,26,0,0,0
2/18/12,37,18,0,0,0
2/19/12,44,19,0,0,0
2/20/12,44,27,0.23,1.9,0
2/21/12,35,30,0.07,0.8,3
2/22/12,35,22,0,0,2
2/23/12,39,28,0,0,2
2/24/12,30,14,0.01,0.1,1
2/25/12,28,11,T,0.1,1
2/26/12,39,26,T,T,1
2/27/12,30,22,T,T,T
2/28/12,33,24,0.7,0.6,T
2/29/12,34,31,0.65,2.2,1
3/1/12,36,29,0.09,0.8,2
3/2/12,35,28,T,T,2
3/3/12,28,16,0.02,0.3,2
3/4/12,29,8,0,0,2
3/5/12,35,16,0,0,2
3/6/12,60,29,0,0,2
3/7/12,54,26,0.04,0,0
3/8/12,37,21,0.01,0.2,0
3/9/12,34,15,0,0,0
3/10/12,66,34,0,0,0
3/11/12,66,46,0.02,0,0
3/12/12,52,43,0.28,0,0
3/13/12,67,34,0,0,0
3/14/12,73,48,0,0,0
3/15/12,63,42,0,0,0
3/16/12,79,42,0,0,0
3/17/12,80,59,0,0,0
3/18/12,79,61,0,0,0
3/19/12,79,61,0.58,0,0
3/20/12,65,57,0.01,0,0
3/21/12,66,55,0.02,0,0
3/22/12,70,56,0.12,0,0
3/23/12,73,59,T,0,0
3/24/12,70,51,0,0,0
3/25/12,58,38,0,0,0
3/26/12,47,37,0.05,0,0
3/27/12,68,42,T,0,0
3/28/12,54,40,0,0,0
3/29/12,61,40,0.16,0,0
3/30/12,50,39,T,0,0
3/31/12,50,41,0,0,0
4/1/12,67,45,0,0,0
4/2/12,70,50,0.46,T,0
4/3/12,64,46,0,0,0
4/4/12,62,40,0,0,0
4/5/12,59,42,0,0,0
