"","name","AreaSqKm","state"
"15317","Leisure Lake",0.288,"WI"
"15318","West Newton Chute",0.586,"WI"
"15319","Cranberry Lake",0.016,"WI"
"15320","Randall Lake",0.161,"WI"
"15321","Little Butterball Lake",0.139,"WI"
"15322","Pokegama Lake",1.883,"WI"
"15323","Bond Lake",1.129,"WI"
"15324","0.24 Reservoir",0,"WI"
"15325","Barron Flowage Number One",0.2051905,"WI"
"15326","Leonard Lake",0.031,"WI"
"15327","Leader Lake",0.692,"WI"
"15328","Round Lake",0.075,"WI"
"15329","Arrowhead Lake",0.034,"WI"
"15330","Little Kekegama Lake",0.107,"WI"
"15331","Little Spooner Lake",0.131,"WI"
"15332","Round Lake",1.324,"WI"
"15333","Stuntz Brook",0.057,"WI"
"15334","Monday Lake",0.371,"WI"
"15335","Bull Frog Lake",0.097,"WI"
"15336","Nelson Lake",0.219,"WI"
"15337","Riverdale Flowage",0.2756316,"WI"
"15338","Cameron Flowage 5",0.24,"WI"
"15339","Lower Devils Lake",0.532,"WI"
"15340","Muskrat Lake",0.094,"WI"
"15341","Sneen Lake",0.061,"WI"
"15342","Seymour Lake",0.251,"WI"
"15343","Frahm Lake",0.338,"WI"
"15344","Crystal Lake",0.09,"WI"
"15345","Hay Lake",0.315,"WI"
"15346","Snake Lake",0.357,"WI"
"15347","Little Simms Lake",0.05334241,"WI"
"15348","Lazy Island Lake",0.213,"WI"
"15349","Dugan Lake",0.209,"WI"
"15350","Tenmile Lake",1.076,"WI"
"15351","Bass Lake",0.478,"WI"
"15352","Nice Lake",0.546,"WI"
"15353","Nick Lake",0.207,"WI"
"15354","Moose Ear Lake",0.1,"WI"
"15355","Spider Lake",0.912,"WI"
"15356","Hoodoo Lake",0.133,"WI"
"15357","Scoot Lake",0.084,"WI"
"15358","West Lake",0.15,"WI"
"15359","Slim Lake",0.85,"WI"
"15360","Murray Lake",0.155,"WI"
"15361","Fawn Lake",0.035,"WI"
"15362","Catherine Lake",0.283,"WI"
"15363","Telstar Lake",0.064,"WI"
"15364","Otter Lake",0.057,"WI"
"15365","Thomas Lake",0.14,"WI"
"15366","Horseshoe Lake",0.123,"WI"
"15367","Beauty Lake",0.031,"WI"
"15368","Buff Lake",0.097,"WI"
"15369","Little Spring Lake",0.056,"WI"
"15370","Ducetts Lakes",0.023,"WI"
"15371","Rusk Lake",0.055,"WI"
"15372","Crystal Lake",0.343,"WI"
"15373","Lake One",0.00519815,"WI"
"15374","Jesse Lake",0.049,"WI"
"15375","Richardson Lake",0.099,"WI"
"15376","Simpson Lake",0.041,"WI"
"15377","Murray Lake",0.04,"WI"
"15378","Milny Lake",0.06,"WI"
"15379","Spring Lake",0.819,"WI"
"15380","Bullhead Lake",0.029,"WI"
"15381","Payne Lake",0.0151905,"WI"
"15382","Travers Lake",0.072,"WI"
"15383","Christner Lake",0.146,"WI"
"15384","Fire Lake",0.187,"WI"
"15385","Peterson Lake",0.069,"WI"
"15386","Moon Lake",0.054,"WI"
"15387","Happles Lake",0.092,"WI"
"15388","Big Buck Lake",0.071,"WI"
"15389","Little Buck Lake",0.019,"WI"
"15390","Highland Lake",0.046,"WI"
"15391","Plummer Lake",0.183,"WI"
"15392","Bog Lake",0.02,"WI"
"15393","Pacwawong Lake",0.599,"WI"
"15394","Inch Lake",0.124,"WI"
"15395","Five Island Lake",0.202,"WI"
"15396","Angus Lake",0.126,"WI"
"15397","Jim Lake",0.251,"WI"
"15398","Long Lake",0.024,"WI"
"15399","Camp Lake",0.027,"WI"
"15400","Devils Lake",0.8,"WI"
"15401","Indian Lake",0.307,"WI"
"15402","Green Lake",0.202,"WI"
"15403","Pacwawong Lake",0,"WI"
"15404","Bog Lake",0.044,"WI"
"15405","Duck Lake",0.088,"WI"
"15406","Van Loon Lake",0.45,"WI"
"15407","Howe Lake",0.27,"WI"
"15408","Spence Lake",0.05,"WI"
"15409","Lost Lake",0.06,"WI"
"15410","Bear Pond",0.044,"WI"
"15411","Rainbow Lake",0.055,"WI"
"15412","Spirit Lake",0.148,"WI"
"15413","Sunfish Lake",0.01,"WI"
"15414","Silver Bass Lake",0.005,"WI"
"15415","Osprey Lake",0.866,"WI"
"15416","Rosa Lake",0.001,"WI"
"15417","Samoset Lake",0.174,"WI"
"15418","Lake Two",0.062,"WI"
"15419","Everett Lake",0.137,"WI"
"15420","Toothpick Lake",0.024,"WI"
"15421","Bruce Lake",0.141,"WI"
"15422","Sunfish Lake",0.034,"WI"
"15423","Motyka Lake",0.048,"WI"
"15424","Physa Lake",0.035,"WI"
"15425","Planorbis Lake",0.027,"WI"
"15426","Nut Lake",0.03,"WI"
"15427","Egg Lake",0.012,"WI"
"15428","Drummond Lake",0.392,"WI"
"15429","Lund Lake",0.069,"WI"
"15430","Mud Lake",0.024,"WI"
"15431","Hollibar Lake",0.026,"WI"
"15432","Goose Lake",0.462,"WI"
"15433","Washington Creek Flowage",0.247,"WI"
"15434","Firth Lake",0.188,"WI"
"15435","Pot Lake",0.04,"WI"
"15436","Stearns Lake",0.055,"WI"
"15437","Upper Marais",0.179,"WI"
"15438","Frels Lake",0.036,"WI"
"15439","Birch Lake",0.031,"WI"
"15440","Dells Millpond",0.267,"WI"
"15441","Mukwonago Lake",0.00684094,"WI"
"15442","Tank Lake",0.096,"WI"
"15443","Spring Lake",0.036,"WI"
"15444","Bullhead Lake",0.031,"WI"
"15445","Crystal Lake",0.006,"WI"
"15446","Venison Lake",0.014,"WI"
"15447","Tamarack Lake",0.011,"WI"
"15448","Tank Lake",0.03,"WI"
"15449","Long Lake",0.13,"WI"
"15450","Taylor Lake",0.345,"WI"
"15451","Mallard Flowage",0.05666864,"WI"
"15452","Ghost Lake",0.551,"WI"
"15453","Noble Lake",0.05420846,"WI"
"15454","Muskie Springs Lake",0.085,"WI"
"15455","Perch Lake",0.512,"WI"
"15456","Lower Clam Lake 16",0.86556367,"WI"
"15457","Upper Clam Lake",0.68,"WI"
"15458","Iron Run Flowage",0.029,"WI"
"15459","Monson Flowage",0.1499257,"WI"
"15460","5 Reservoir",0.038,"WI"
"15461","Woodman Lake",0.088,"WI"
"15462","Jersey Valley Lake 8",0.21,"WI"
"15463","Perch Lake",0.14,"WI"
"15464","Cranberry Flowage",0.188,"WI"
"15465","Beaverdam Lake 36",0.183,"WI"
"15466","Angelo Pond",0.15985223,"WI"
"15467","English Lake",0.938,"WI"
"15468","West Silver Lake",0.004,"WI"
"15469","Gates Lake",0.068,"WI"
"15470","Bass Lake",0.377,"WI"
"15471","Constellation Lake",0.023,"WI"
"15472","Cat Lake",0.006,"WI"
"15473","Bass Lake",0.231,"WI"
"15474","Big Bear Flowage",0.064,"WI"
"15475","Wilson Marsh Flowage",0.14,"WI"
"15476","Pigeon Creek Flowage",0.157,"WI"
"15477","Foss Lake",0.055,"WI"
"15478","Snowshoe Lake",0.099,"WI"
"15479","Ketchum Lake",0.038,"WI"
"15480","Jerry Lake",0.106,"WI"
"15481","Knab Lake",0.036,"WI"
"15482","Partridge Crop Flowage",0.071,"WI"
"15483","Mud Lake",0.022,"WI"
"15484","Mill Pond",0.043,"WI"
"15485","Wolf Lake",0.022,"WI"
"15486","Buckman Lake",0.139,"WI"
"15487","Schnur Lake",0.624,"WI"
"15488","0.22 Reservoir",0.008,"WI"
"15489","Schoolhouse Lake",0.083,"WI"
"15490","Clear Lake",0.119,"WI"
"15491","Long Lake",0.072,"WI"
"15492","Lake 18 13 22",0.243,"WI"
"15493","Deer Lake",0.577,"WI"
"15494","Planet Lake",0.047,"WI"
"15495","Galena Lake",0.839,"WI"
"15496","Squaw Creek Flowage 6",0.339,"WI"
"15497","Bullhead Lake",0.074,"WI"
"15498","Shearer Lake",0.088,"WI"
"15499","Nichols Lake",0.087,"WI"
"15500","Fish Lake",0.196,"WI"
"15501","Kingston Flowage",0.22535973,"WI"
"15502","Hay Lake",0.412,"WI"
"15503","Skinner Lake",0.057,"WI"
"15504","Granger Lake",0.059,"WI"
"15505","Mud Lake",0.098,"WI"
"15506","0.37 Reservoir",0.012,"WI"
"15507","James Lake",0.182,"WI"
"15508","Robert Sells Flowage 1",0.008,"WI"
"15509","Island Lake",0.119,"WI"
"15510","Lake One",0.094,"WI"
"15511","Goose Pool",0.5027915,"WI"
"15512","Pool Number Twentyseven",0.05445324,"WI"
"15513","Quimette Lake",0.061,"WI"
"15514","Sabula Lakes",1.054,"WI"
"15515","Reich Lake",0.061,"WI"
"15516","Risberg Lake",0.039,"WI"
"15517","Patterson Lake",0.264,"WI"
"15518","Vincent Lake",0.009,"WI"
"15519","Island Lake",0.216,"WI"
"15520","Bakkens Pond",0.077,"WI"
"15521","Saint Clair Lake",0.045,"WI"
"15522","Stone Lake",0.35167076,"WI"
"15523","Newman Lake",0.366,"WI"
"15524","Mystery Lake",0.051,"WI"
"15525","Misquakee Lake",0.106,"WI"
"15526","Ess Lake",0.214,"WI"
"15527","One Man Lake",0.104,"WI"
"15528","Smith Lake",0.015,"WI"
"15529","Deer Lake",0.133,"WI"
"15530","Krupka Lake",0.014,"WI"
"15531","Necedah Lake",0.76648822,"WI"
"15532","Emerson Lake",0.066,"WI"
"15533","Rice Lake",0.462,"WI"
"15534","Oxbow Lake",0.332,"WI"
"15535","Little Martha Lake",0.139,"WI"
"15536","Little Oxbow Lake",0.069,"WI"
"15537","Net Lake",0.092,"WI"
"15538","2 Reservoir",0.028,"WI"
"15539","Lake Sixteen",0.113,"WI"
"15540","Frog Lake",0.162,"WI"
"15541","Cub Lake",0.043,"WI"
"15542","Little Oak Lake",0.031,"WI"
"15543","Rangeline Flowage",0.345,"WI"
"15544","DuPage Lake",0.126,"WI"
"15545","Catherine Lake",0.549,"WI"
"15546","Camp Twelve Lake",0.072,"WI"
"15547","Ten Pool",0.035,"WI"
"15548","North Smoky Hill Flowage",0.063,"WI"
"15549","Pine Lake",0.828,"WI"
"15550","Lost Lake",0.03,"WI"
"15551","Oriole Lake",0.095,"WI"
"15552","West Honey Island Flowage",0.084,"WI"
"15553","North Honey Island Flowage",1.378,"WI"
"15554","Poupart Lake",0.211,"WI"
"15555","Bena Lake",0.051,"WI"
"15556","Seeley Lake",0.211,"WI"
"15557","Three Stepping Stones Lakes",0.064,"WI"
"15558","3 Reservoir",0.444,"WI"
"15559","North Townline Flowage",0.5,"WI"
"15560","Deer Lake",0.163,"WI"
"15561","Bellmore Lake",0.118,"WI"
"15562","Bobidosh Lake",0.189,"WI"
"15563","Anne Lake",0.101,"WI"
"15564","Twin Pups Lakes",0.005,"WI"
"15565","Cathaline Lake",0.145,"WI"
"15566","Osprey Lake",0.027,"WI"
"15567","Lily Pond",0.051,"WI"
"15568","West Ellerson Lake",0.341,"WI"
"15569","Snort Lake",0.099,"WI"
"15570","Anne Lake",0.139,"WI"
"15571","Carlin Lake",0.626,"WI"
"15572","Redboat Lake",0.107,"WI"
"15573","Mirror Lake",0.369,"WI"
"15574","Zander Lake",0.05795117,"WI"
"15575","Red Lake",0.17,"WI"
"15576","Johnson Lake",0.343,"WI"
"15577","Lee Lake",0.264,"WI"
"15578","Verna Lake",0.29497722,"WI"
"15579","Bluebell Lake",0.102,"WI"
"15580","Deer Lake",0.606,"WI"
"15581","Edith Lake",0.241,"WI"
"15582","Wool Lake",0.13,"WI"
"15583","Little Crooked Lake",0.622,"WI"
"15584","Stone Lake",0.00788327,"WI"
"15585","Nichols Lake",0.149,"WI"
"15586","Jenny Lake",0.257,"WI"
"15587","Henrich Lake",0.035,"WI"
"15588","Oscar-Jenny Lake",0.408,"WI"
"15589","Birch Lake",0.8,"WI"
"15590","Chapman Lake",0.015,"WI"
"15591","Larson Lake",0.046,"WI"
"15592","Twin Lakes",0.221,"WI"
"15593","Indian Lake",0.10241459,"WI"
"15594","Sand Lake",0.149,"WI"
"15595","Little John Lake",0.612,"WI"
"15596","Rudolph Lake",0.337,"WI"
"15597","Bug Lake",0.018,"WI"
"15598","Jack Lake",0.017,"WI"
"15599","Parker Lake",0.229,"WI"
"15600","Ackerman Lake",0.075,"WI"
"15601","Horseshoe Lake",0.062,"WI"
"15602","O'Day Lake",0.154,"WI"
"15603","Scaffold Lake",0.084,"WI"
"15604","Doe Lake",0.042,"WI"
"15605","Pigeon Lake",0.079,"WI"
"15606","Lantz Pond",0.024,"WI"
"15607","Whitey Lake",0.026,"WI"
"15608","Erickson Lake",0.444,"WI"
"15609","East Horsehead Lake",0.775,"WI"
"15610","Thoreau Lake",0.02704573,"WI"
"15611","Bittersweet Lake",0.419,"WI"
"15612","Ross Lake",0.603,"WI"
"15613","Oswego Lake",0.275,"WI"
"15614","Banner Lake",0.103,"WI"
"15615","Rudy Lake",0.073,"WI"
"15616","Timber Lake",0.097,"WI"
"15617","Hawk Lake",0.041,"WI"
"15618","Dorothy Lake",0.39,"WI"
"15619","Escanaba Lake",1.227,"WI"
"15620","Lake Clara",0.338,"WI"
"15621","Goodyear Lake",0.25547785,"WI"
"15622","Rush Lake",0.175,"WI"
"15623","Orchard Lake",0.033,"WI"
"15624","Little Pomeroy Lake",0.125,"WI"
"15625","Crane Foot Lake",0.061,"WI"
"15626","Ole Lake",0.166,"WI"
"15627","Big Gibson Lake",0.489,"WI"
"15628","Johns Lake",0.023,"WI"
"15629","Lake Samway",0.147,"WI"
"15630","Aurora Lake",0.336,"WI"
"15631","Olsens Lake",0.00396769,"WI"
"15632","Lost Lake",0.005,"WI"
"15633","Lake Clar-Re",0.056,"WI"
"15634","Spur Lake",0.198,"WI"
"15635","White Birch Lake",0.457,"WI"
"15636","Sime Lake",0.15,"WI"
"15637","Coffman Lake",0.006,"WI"
"15638","Deer Lake",0.056,"WI"
"15639","Ament Lake",0.048,"WI"
"15640","Jackknife Lake",0.037,"WI"
"15641","Flag Lake",0.03121456,"WI"
"15642","Perch Lake",0.059,"WI"
"15643","Woodcock Lake",0.251,"WI"
"15644","Lake Content",0.96796771,"WI"
"15645","Partridge Lake",0.953,"WI"
"15646","Hummingbird Lake",0.006,"WI"
"15647","Lake Superior",0.09693375,"WI"
"15648","Bing Lake",0.032,"WI"
"15649","Bullhead Lake",0.016,"WI"
"15650","Burlock Lake",0.01,"WI"
"15651","Lake Clara",0.029,"WI"
"15652","Lake Doris",0.057,"WI"
"15653","Corky Lake",0.044,"WI"
"15654","Little Pickerel Lake",0.089,"WI"
"15655","Little Mamie Lake",0.067,"WI"
"15656","Chain Lakes",0.049,"WI"
"15657","McGinnis Lake",0.037,"WI"
"15658","Lake Mary",0.103,"WI"
"15659","Homestead Lake",0.073,"WI"
"15660","Vicks Lake",0.079,"WI"
"15661","Crampton Lake",0.269,"WI"
"15662","Emeline Lake",0.528,"WI"
"15663","Lake Jeanette",0.032,"WI"
"15664","Twin Lakes",0.018,"WI"
"15665","Wildwood Lake",0.11,"WI"
"15666","Grace Lake",0.189,"WI"
"15667","Little Bass Lake",0.064,"WI"
"15668","West Spider Lake",0.038,"WI"
"15669","Wakefield Lake",0.037,"WI"
"15670","Jean Lake",0.109,"WI"
"15671","Balsam Lake",0.057,"WI"
"15672","Gross Lake",0.112,"WI"
"15673","Lake Julia",0.975,"WI"
"15674","Tim Lynn Lake",0.335,"WI"
"15675","Jenny Barnes Lake",0.351,"WI"
"15676","Pickerel Lake",0.2477728,"WI"
"15677","Shannon Lake",0.141,"WI"
"15678","Decatur Lake",0.442,"WI"
"15679","Lake One",0.056,"WI"
"15680","Fishhawk Lake",0.30133735,"WI"
"15681","Midget Lake",0.049,"WI"
"15682","Sand Lake",2.217,"WI"
"15683","Big African Lake",0.34141845,"WI"
"15684","Hartley Lake",0.096,"WI"
"15685","Turtle Lake",0.014,"WI"
"15686","Muskellunge Lake",1.093,"WI"
"15687","Lewis Lake",0.047,"WI"
"15688","Lost Lake",0.287,"WI"
"15689","Dates Millpond",0.761,"WI"
"15690","Grass Lake",0.12,"WI"
"15691","Knights Lake",0.118,"WI"
"15692","Madden Lakes",0.079,"WI"
"15693","Lake Julia",0.053,"WI"
"15694","Emil Lake",0.11847793,"WI"
"15695","West Lake",0.074,"WI"
"15696","Lake Wautoma",0.011,"WI"
"15697","10 Reservoir",0.10896634,"WI"
"15698","Louise Lake",0.022,"WI"
"15699","Long Lake",0.041,"WI"
"15700","High Lake",0.068,"WI"
"15701","Little Bass Lake",0.015,"WI"
"15702","Seneca Lake",0.073,"WI"
"15703","Pearl Lake",0.0102677,"WI"
"15704","Glimmerglass Lake",0.09966123,"WI"
"15705","Spring Lake",0.069,"WI"
"15706","Tuttle Lake",0.611,"WI"
"15707","Hintz Lake",0.167,"WI"
"15708","Blueberry Lake",0.039,"WI"
"15709","Fourth Lake",1.02391064,"WI"
"15710","Burnham Lake",0.299,"WI"
"15711","Deer Lake",0.133,"WI"
"15712","Torch Lake",0.159,"WI"
"15713","Doyle Lake",0.043,"WI"
"15714","Alan Wilcox Flowage 2",0.35805292,"WI"
"15715","Minister Lake",0.068,"WI"
"15716","Norrie Lake",0.388,"WI"
"15717","Little Portage Lake",0.64958359,"WI"
"15718","Landing Lake",0.82039334,"WI"
"15719","Liluis Lake",0.029,"WI"
"15720","White Lake",0.327,"WI"
"15721","Duck Lake",0.485,"WI"
"15722","West Apple Lake",0.00819176,"WI"
"15723","East Apple Lake",0.023,"WI"
"15724","Pinkeye Lake",0.169,"WI"
"15725","East Bear Lake",0.171,"WI"
"15726","Jaybird Lake",0.03850352,"WI"
"15727","Silver Lake",1.33,"WI"
"15728","Lilly Lake",0.331,"WI"
"15729","Beaver Lake",0.029,"WI"
"15730","Clear Lake",0.351,"WI"
"15731","Brush Lake",0.106,"WI"
"15732","Traina Pond",0.019,"WI"
"15733","Rollofson Lake",0.152,"WI"
"15734","Eagle Lake",0.064,"WI"
"15735","Lynx Lake",0.12055479,"WI"
"15736","Pine Island Lake",0.286,"WI"
"15737","Moon Lake",0.384,"WI"
"15738","Hills Lake",0.318,"WI"
"15739","Grenlie Lake",0.024,"WI"
"15740","Susan Lake",0.083,"WI"
"15741","Water Power Lake",0.1,"WI"
"15742","Dollar Lake",0.432,"WI"
"15743","Bonneville Lake",0.06091033,"WI"
"15744","Long Lake",0.455,"WI"
"15745","Bogus Lake",0.054,"WI"
"15746","Alta Lake",0.036,"WI"
"15747","Otter Lake",0.341,"WI"
"15748","Winter Lake",0.03254388,"WI"
"15749","Mud Lake",0.043,"WI"
"15750","Ottman Lake",0.054,"WI"
"15751","Columbia Lake",0.34,"WI"
"15752","Briard Lake",0.085,"WI"
"15753","Allen Lake",0.315,"WI"
"15754","Behlow Lake",0.023,"WI"
"15755","Spring Lake",0.264,"WI"
"15756","Spring Lake",0.202,"WI"
"15757","Lake Napowan",0.211,"WI"
"15758","Holman Lake",0.069,"WI"
"15759","Scandinavia Millpond 68",0.046,"WI"
"15760","Homme Pond",0.14646627,"WI"
"15761","Carpenter Lake",1.373,"WI"
"15762","Gudegast Lake",0.046,"WI"
"15763","Pickle Pond",0.037,"WI"
"15764","Taylor Lake",0.173,"WI"
"15765","Tinsel Lake",0.15,"WI"
"15766","Beatrice Lake",0.012,"WI"
"15767","Anderson Lake",0.328,"WI"
"15768","Schneider Lake",0.147,"WI"
"15769","Barclay Pond",0.028,"WI"
"15770","Grand Lake",0.98,"WI"
"15771","Evangeline Lake",0.028,"WI"
"15772","Opal Lake",0.046,"WI"
"15773","Deadman Lake",0.201,"WI"
"15774","Bass Lake",0.076,"WI"
"15775","Gooseneck Lake",0.081,"WI"
"15776","Old Taylor Lake",0.172,"WI"
"15777","Rogers Lake",0.05132829,"WI"
"15778","Tank Lake",0.065,"WI"
"15779","Dog Lake",0.81556879,"WI"
"15780","Buck Lake",0.101,"WI"
"15781","Perch Lake",0.346,"WI"
"15782","Taylor Lake",0.041,"WI"
"15783","Lutz Lake",0.069,"WI"
"15784","25 Reservoir",0.001,"WI"
"15785","North Neva Lake",0.072,"WI"
"15786","Heart Lake",0.072,"WI"
"15787","Wamin Lake",0.136,"WI"
"15788","Whispering Lake",0.092,"WI"
"15789","Castle Lake",0.134,"WI"
"15790","Millet Pond",0.045,"WI"
"15791","Knutson Lake",0.043,"WI"
"15792","Upper Ninemile Lake",0.436,"WI"
"15793","Horseshoe Lake",0.236,"WI"
"15794","Atkins Lake",0.608,"WI"
"15795","Rice Lake",0.475,"WI"
"15796","Spider Creek Flowage",0.225,"WI"
"15797","Moll Lake",0.036,"WI"
"15798","Johnson Lake",0.028,"WI"
"15799","Ishkote Lake",0.065,"WI"
"15800","Plains Lake",0.002,"WI"
"15801","Avant Pond",0.024,"WI"
"15802","Coral Lake",0.025,"WI"
"15803","Lake Emily",1.086,"WI"
"15804","Keller Lake",0.06326668,"WI"
"15805","Rice Lake",0.815,"WI"
"15806","McKinley Lake",0.195,"WI"
"15807","Lone Wolf Lake",0.043,"WI"
"15808","Berendsen Lake",0.088,"WI"
"15809","Reservoir Lake",0.118,"WI"
"15810","Quiver Lake",0.027,"WI"
"15811","Forest Lake",0.093,"WI"
"15812","Little Smoky Lake",0.349,"WI"
"15813","Squaw Lake",0.043,"WI"
"15814","Arrow Lake",0.027,"WI"
"15815","Peshtigo Lake",0.606,"WI"
"15816","Horseshoe Lake",0.031,"WI"
"15817","Rabbitz Lake",0.0278664,"WI"
"15818","Hatton Springs",0.007,"WI"
"15819","Harding Lake",0.149,"WI"
"15820","Partridge Crop Lake",1.1,"WI"
"15821","Mud Lake",0.04,"WI"
"15822","Clubhouse Springpond",0.009,"WI"
"15823","Ground Hemlock Lake",0.34,"WI"
"15824","Grosse Lake",0.01,"WI"
"15825","Crowell Lake",0.226,"WI"
"15826","Tyra Lake",0.061,"WI"
"15827","Ermine Lake",0.00311306,"WI"
"15828","Stillhouse Springs",0.009,"WI"
"15829","Galyan Springs",0.005,"WI"
"15830","Wyman Lake",0.068,"WI"
"15831","Murphy Lake",0.047,"WI"
"15832","Gabbit Lake",0.019,"WI"
"15833","Lost Lake",0.013,"WI"
"15834","Nelson Lake",0.139,"WI"
"15835","Dark Lake",0.139,"WI"
"15836","Mission Lake",0.101,"WI"
"15837","Ludington Lake",0.117,"WI"
"15838","Hardwood Lake",0.314,"WI"
"15839","Glare Lake",0.041,"WI"
"15840","Green Lake",0.014,"WI"
"15841","Beaulieu Lake",0.108,"WI"
"15842","Windfall Lake",0.216,"WI"
"15843","Popple Lake",0.232,"WI"
"15844","Corbin Lake",0.014,"WI"
"15845","Ada Lake",0.302,"WI"
"15846","Bowstead Lake",0.019,"WI"
"15847","McDonald Lake",0.15061756,"WI"
"15848","Cravath Lake 27.5",0.285,"WI"
"15849","Lake Victoria",0.02,"WI"
"15850","Lower Hiwanka Lake",0.054,"WI"
"15851","Lilypad Lake",0.153,"WI"
"15852","Camp Lake",0.397,"WI"
"15853","Stevens Lake",1.173,"WI"
"15854","Spring Pond",0.008,"WI"
"15855","Burnett Flowage",0.001,"WI"
"15856","Grass Lake",0.363,"WI"
"15857","Jones Spring Impoundment",0.025,"WI"
"15858","Wolf Pond",0.039,"WI"
"15859","Chuck Lake",0.008,"WI"
"15860","North Lake",1.05442545,"WI"
"15861","Lake La Grange",0.057,"WI"
"15862","Steamboat Channel",0.02,"WI"
"15863","Amygdaloid Lake",0.11123913,"WI"
"15864","Blue Spring Lake",0.54880668,"WI"
"15865","Grandma Lake",0.171,"WI"
"15866","Bates Lake",0.218,"WI"
"15867","Newt Lake",0.05584583,"WI"
"15868","Deadman Lake",0.143,"WI"
"15869","Cable Lake",1.341,"WI"
"15870","Silver Lake",0.349,"WI"
"15871","Pickerel Lake",0.711,"WI"
"15872","Camp One Springs",0.002,"WI"
"15873","Big Island Lake",0.154,"WI"
"15874","Pine Lake",0.016,"WI"
"15875","Valley Lake",0.102,"WI"
"15876","Plantation Lake",0.083,"WI"
"15877","Pat Lake",0.039,"WI"
"15878","Curve Lake",0.068,"WI"
"15879","Grub Hoe Lake",0.269,"WI"
"15880","Spruce Lake",0.026,"WI"
"15881","Lake Fifteen",0.245,"WI"
"15882","Turtle Lake",0.031,"WI"
"15883","Hidden Lake",0.139,"WI"
"15884","Swift Lake",0.081,"WI"
"15885","Rice Lake",0.175,"WI"
"15886","Winslow Lake",0.145,"WI"
"15887","Lake Gordon",0.205,"WI"
"15888","Silver Lake",0.879,"WI"
"15889","Fowler Lake",0.39092012,"WI"
"15890","McComb Lake",0.089,"WI"
"15891","Lake Laura",0.429,"WI"
"15892","Lake Emily",1.319,"WI"
"15893","Utica Lake",0.053,"WI"
"15894","Lower Genesee Lake",0.254,"WI"
"15895","Fox Farm Lake",0.011,"WI"
"15896","Deer Lake Flowage",0.026,"WI"
"15897","Maggie Lakes",0.283,"WI"
"15898","Cemetery Lake",0.025,"WI"
"15899","Eagle Spring Lake",1.131,"WI"
"15900","Robago Lake",0.2,"WI"
"15901","Booth Lake",0.478,"WI"
"15902","Waterville Lake",0.30584098,"WI"
"15903","Camp Thirteen Lake",0.052,"WI"
"15904","Whisker Lake",0.032,"WI"
"15905","Dahm Lake",0.013,"WI"
"15906","Patten Lake",1.028,"WI"
"15907","Pickerel Lake",0.097,"WI"
"15908","Anderson Lake",0.183,"WI"
"15909","Moose Lake",0.337,"WI"
"15910","Swan Lake",0.646,"WI"
"15911","Devils Lake",0.004,"WI"
"15912","Lake Irwin",0.026,"WI"
"15913","Harper Lake",0.07571481,"WI"
"15914","Funks Millpond",0.126,"WI"
"15915","Lake Ivanhoe",0.186,"WI"
"15916","Pike Lake",1.866,"WI"
"15917","Finn Lake",0.038,"WI"
"15918","Lake Keesus",0.952,"WI"
"15919","Ledge Lake",0.14,"WI"
"15920","Honey Lake",0.162,"WI"
"15921","Hoerth Lake",0.029,"WI"
"15922","Turtle Lake",0.006,"WI"
"15923","Cedar Lake",0.067,"WI"
"15924","Bush Lake",0.192,"WI"
"15925","Loon Lake",0.191,"WI"
"15926","Keyes Lake",0.789,"WI"
"15927","Seven Springs Lake",0.05,"WI"
"15928","Bear Lake",0.17296797,"WI"
"15929","Kennedy Lake",0.331,"WI"
"15930","Balsam Lake",0.036,"WI"
"15931","Campbellsport Millpond",0.066,"WI"
"15932","Sand Lake",0.085,"WI"
"15933","Browns Lake",1.608,"WI"
"15934","Underwood Lake",0.183,"WI"
"15935","Squaw Lake",0.094,"WI"
"15936","Lily Lake",0.388,"WI"
"15937","Dombroski Lake",0.018,"WI"
"15938","Jocko Lake",0.072,"WI"
"15939","Holt Lake",0.025,"WI"
"15940","Slocum Lake",0.848,"WI"
"15941","Island Lake",0.325,"WI"
"15942","Spruce Lake",0.123,"WI"
"15943","Second Lake",0.024,"WI"
"15944","Pickerel Lake",0.145,"WI"
"15945","Old Veterans Lake",0.045,"WI"
"15946","Little Spring Lake",0.012,"WI"
"15947","Sand Lake",0.092,"WI"
"15948","High Lake",0.003,"WI"
"15949","Mud Lake",0.051,"WI"
"15950","Bode Lakes",0.044,"WI"
"15951","Lake of the Coves",0.066,"WI"
"15952","Fish Lake",0.385,"WI"
"15953","Waubeesee Lake",0.563,"WI"
"15954","Allis Lake",0.03,"WI"
"15955","Forest Lake",0.205,"WI"
"15956","Herrick Lake",0.05891801,"WI"
"15957","Tower Lake",0.269,"WI"
"15958","Channel Lake",1.479,"WI"
"15959","Kellings Lakes",0.002,"WI"
"15960","Rost Lake",0.401,"WI"
"15961","Bass Lake",0.03,"WI"
"15962","West Lake",0.286,"WI"
"15963","Baker Lake",0.502,"WI"
"15964","Porcupine Lake",0.13,"WI"
"15965","Rainbow Lake",0.009,"WI"
"15966","Montana Lake",0.58,"WI"
"15967","Cowboy Lake",0.175,"WI"
"15968","Whalon Lake",0.32749496,"WI"
"15969","Volkening Lake",0.033,"WI"
"15970","Antioch Lake",0.355,"WI"
"15971","1.99 Reservoir",0.056,"WI"
"15972","Silver Lake",0.031,"WI"
"15973","Rector Lake",0.017,"WI"
